"_time","avg_ResponseTime","min_ResponseTime","max_ResponseTime"
"2025-03-13T22:30:00.000-0400","4.1891842105263155","2.553","18.032"
"2025-03-13T22:45:00.000-0400","3.015518518518518","2.499","3.682"
"2025-03-13T23:00:00.000-0400","2.938264705882353","2.418","3.712"
"2025-03-13T23:15:00.000-0400","2.9045625","2.450","3.936"
"2025-03-13T23:30:00.000-0400","2.9636153846153848","2.409","3.999"
"2025-03-13T23:45:00.000-0400","2.899241379310345","2.331","3.646"
"2025-03-14T00:00:00.000-0400","2.821","2.384","3.352"
"2025-03-14T00:15:00.000-0400","2.8795","2.503","3.558"
"2025-03-14T00:30:00.000-0400","3.0092727272727275","2.508","4.017"
"2025-03-14T00:45:00.000-0400","2.8988181818181817","2.530","3.516"
